,Name,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality,Degree_no,Degree_1,Degree_2
3496,Dr. Mohammada Asim Siddiqui,100.0,11.0,Sarita Vihar, Delhi,2000.0,24.0,Physiotherapist,2,MD,MBBS
3497,Dr. Ashok  Rajput,95.0,572.0,Vasant Kunj, Delhi,1200.0,46.0,Physiotherapist,5,MD,MD
3498,Dr. Pradeep Kawatra,94.0,190.0,Nehru Place, Delhi,1200.0,42.0,Physiotherapist,2,MBBS,MD
3499,Dr. Vikram Sabharwal,100.0,23.0,Janakpuri, Delhi,1000.0,26.0,Physiotherapist,1,MBBS,No_more_degree
3500,Dr. Om Prakash Sharma,94.0,190.0,Sarita Vihar, Delhi,1800.0,54.0,Physiotherapist,2,MBBS,MD
3501,Dr. Sukesh Kumar,100.0,21.0,IP Extension, Delhi,300.0,7.0,Physiotherapist,1,MBBS,No_more_degree
3502,Dr. Rajkumar Karwani,94.0,190.0,Panchsheel Park, Delhi,800.0,29.0,Physiotherapist,1,MD,No_more_degree
3503,Dr. Manju Keshari,66.0,90.0,Patparganj, Delhi,700.0,24.0,Physiotherapist,1,MBBS,No_more_degree
3504,Dr. Rumana Aziz,94.0,190.0,Panchsheel Park, Delhi,800.0,16.0,Physiotherapist,1,MBBS,No_more_degree
3505,Dr. Anirban Biswas,90.0,270.0,CR Park, Delhi,1000.0,21.0,Physiotherapist,3,MBBS,MD
3506,Dr. Himank Goyal,92.0,26.0,Ashok Vihar Phase 1, Delhi,1200.0,10.0,Physiotherapist,3,MD,MBBS
3507,Dr. Narinder Tikoo,94.0,190.0,Sarita Vihar, Delhi,1500.0,47.0,Physiotherapist,2,MBBS,MD
3508,Dr. Vineet Arora,73.0,15.0,Shalimar Bagh, Delhi,1000.0,23.0,Physiotherapist,2,MBBS,MD
3509,Dr. Chetan Kumar Gupta,57.0,21.0,Chattarpur, Delhi,800.0,24.0,Physiotherapist,2,MBBS,MD
3510,Dr. Raj Kumar Jain,94.0,190.0,Okhla, Delhi,1500.0,48.0,Physiotherapist,1,MBBS,No_more_degree
3511,Dr. Jeevanjyot Bahia,94.0,190.0,Pusa Road, Delhi,800.0,31.0,Physiotherapist,2,MBBS,DNB
3512,Dr. Himanshu Shekhar,94.0,190.0,Greater Kailash Part 1, Delhi,800.0,17.0,Physiotherapist,1,MD,No_more_degree
3513,Dr. Navneet Kaur,91.0,11.0,Nehru Place, Delhi,500.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3514,Dr. Brajesh Agrawal,94.0,190.0,Mayur Vihar Ph-III, Delhi,800.0,8.0,Physiotherapist,2,MBBS,MD
3515,Dr. Nirmala Lahoti,95.0,316.0,Preet Vihar, Delhi,1100.0,35.0,Physiotherapist,2,MBBS,MD
3516,Dr. Blessy S Bhalla,87.0,15.0,Rani Bagh, Delhi,1000.0,17.0,Physiotherapist,3,MBBS,MD
3517,Dr. Leena Batra,97.0,112.0,Rohini, Delhi,500.0,18.0,Physiotherapist,1,MBBS,No_more_degree
3518,Dr. Anil Laul,77.0,22.0,Dwarka Sector 6, Delhi,900.0,37.0,Physiotherapist,2,MBBS,MD
3519,Dr. Vipul Rustgi,94.0,190.0,Rohini Sector 15, Delhi,600.0,11.0,Physiotherapist,2,MBBS,MD
3520,Dr. Rohan Mahajan,100.0,148.0,Uttam Nagar, Delhi,1100.0,12.0,Physiotherapist,3,MBBS,MD
3521,Dr. Raj Kumar,94.0,47.0,Vasant Kunj, Delhi,1000.0,22.0,Physiotherapist,2,MD,MBBS
3522,Dr. Rommel Tickoo,93.0,70.0,Saket, Delhi,1500.0,26.0,Physiotherapist,2,MBBS,MD
3523,Dr. Anil Vardani,87.0,75.0,Pusa Road, Delhi,1800.0,37.0,Physiotherapist,2,MBBS,MD
3524,Dr. Sumit Sethi,94.0,190.0,Saket, Delhi,1500.0,23.0,Physiotherapist,2,MBBS,MD
3525,Dr. Alok Joshi,94.0,190.0,Shalimar Bagh, Delhi,800.0,40.0,Physiotherapist,2,MBBS,DNB
3526,Dr. Sanchayan Roy,90.0,192.0,CR Park, Delhi,800.0,25.0,Physiotherapist,2,MBBS,DNB
3527,Dr. Amanpreet Jodhka,94.0,190.0,Hari Nagar, Delhi,400.0,8.0,Physiotherapist,1,MD,No_more_degree
3528,Dr. Ashok Kumar,94.0,190.0,Saket, Delhi,1500.0,20.0,Physiotherapist,2,MBBS,MD
3529,Dr. Swetal chouhan,83.0,12.0,Saket, Delhi,800.0,13.0,Physiotherapist,2,MBBS,DNB
3530,Dr. Sham Sunder,96.0,120.0,Safdarjung Development Area, Delhi,1500.0,47.0,Physiotherapist,3,MBBS,MD
3531,Dr. Shyam Sunder Kanodia,94.0,190.0,Kamla Nagar, Delhi,800.0,43.0,Physiotherapist,1,MBBS,No_more_degree
3532,Dr. S K Nagrani,84.0,19.0,Shalimar Bagh, Delhi,1200.0,37.0,Physiotherapist,2,MBBS,MD
3533,Dr. Abhimanyou Singh Jasrotia,94.0,190.0,Palam Village, Delhi,500.0,2.0,Physiotherapist,1,MBBS,No_more_degree
3534,Dr. Gaurav Thukran,95.0,218.0,Dwarka Sector 8, Delhi,600.0,9.0,Physiotherapist,1,MD,No_more_degree
3535,Dr. Nevin Kishore,38.0,21.0,Saket, Delhi,1200.0,27.0,Physiotherapist,1,MBBS,No_more_degree
3536,Dr. Narain Harisinghani,94.0,190.0,Krishna Nagar, Delhi,500.0,46.0,Physiotherapist,2,MBBS,Diploma
3537,Dr. Supriya A Bali,73.0,33.0,Saket, Delhi,1500.0,29.0,Physiotherapist,2,MBBS,MD
3538,Dr. Amarpreet Singh Riar,96.0,1270.0,Dwarka, Delhi,1000.0,10.0,Physiotherapist,1,MD,No_more_degree
3539,Dr. Vineet Mittal,100.0,62.0,Rohini, Delhi,500.0,21.0,Physiotherapist,2,MBBS,DNB
3540,Dr. Anupama Khanna,96.0,24.0,Dwarka, Delhi,800.0,32.0,Physiotherapist,1,MBBS,No_more_degree
3541,Dr. Alok Kumar,86.0,21.0,Hari Nagar, Delhi,500.0,23.0,Physiotherapist,1,MD,No_more_degree
3542,Dr. Jeevan Aggarwal,94.0,190.0,Shalimar Bagh, Delhi,1500.0,23.0,Physiotherapist,2,MBBS,MD
3543,Dr. S N Kumar,94.0,190.0,Greater Kailash Part 1, Delhi,800.0,44.0,Physiotherapist,1,MBBS,No_more_degree
3544,Dr. Navneet  Kaur,94.0,190.0,Dwarka Sector 8, Delhi,500.0,16.0,Physiotherapist,1,MD,No_more_degree
3545,Dr. Aseem Dhall,100.0,51.0,Vasant Kunj, Delhi,1500.0,31.0,Physiotherapist,3,MBBS,MD
3546,Dr. Govind Singh Bisht,92.0,12.0,Panchsheel Park, Delhi,1400.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3547,Dr. Tarun Sahni,94.0,190.0,Sarita Vihar, Delhi,2000.0,43.0,Physiotherapist,2,MBBS,MD
3548,Dr. Amit Chauhan,94.0,190.0,Pandav Nagar, Delhi,400.0,18.0,Physiotherapist,1,MBBS,No_more_degree
3549,Dr. N.M. Agarwal,94.0,190.0,Pusa Road, Delhi,1800.0,38.0,Physiotherapist,2,MBBS,MD
3550,Dr. Abha Rathore,94.0,190.0,Dwarka Sector 19, Delhi,200.0,4.0,Physiotherapist,2,MBBS,MD
3551,Dr. Dhananjay Kumar,94.0,190.0,Okhla, Delhi,1500.0,29.0,Physiotherapist,2,MBBS,MD
3552,Dr. Yatin Kukreja,97.0,273.0,Lajpat Nagar 4, Delhi,650.0,20.0,Physiotherapist,1,MD,No_more_degree
3553,Dr. Nikhilesh Pathak,100.0,24.0,Old Rajendra Nagar, Delhi,800.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3554,Dr. Danish Qureshi,100.0,24.0,Darya Ganj, Delhi,500.0,23.0,Physiotherapist,1,MBBS,No_more_degree
3555,Dr. Rajesh Kansal,100.0,42.0,Paschim Vihar, Delhi,500.0,39.0,Physiotherapist,1,MBBS,No_more_degree
3556,Dr. S.K.Pandey,94.0,190.0,Rohini, Delhi,500.0,32.0,Physiotherapist,1,Bachelor,No_more_degree
3557,Dr. Tanjot Kaur,94.0,190.0,Dwarka Sector 12, Delhi,750.0,16.0,Physiotherapist,2,MBBS,DNB
3558,Dr. Viresh Prashant Mehta,94.0,190.0,Patparganj, Delhi,800.0,25.0,Physiotherapist,2,MBBS,MD
3559,Dr. Hitesh Punyani,98.0,198.0,Moti Nagar, Delhi,1200.0,26.0,Physiotherapist,2,MBBS,MD
3560,Dr. Sanjay Dhall,94.0,190.0,Shalimar Bagh, Delhi,1000.0,36.0,Physiotherapist,2,MBBS,MD
3561,Dr. R K Raman,100.0,11.0,Uttam Nagar, Delhi,600.0,14.0,Physiotherapist,1,MBBS,No_more_degree
3562,Dr. Priyamvada Tyagi,94.0,190.0,Patparganj, Delhi,1000.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3563,Dr. Vivek Pal Singh,94.0,190.0,Pusa Road, Delhi,1800.0,18.0,Physiotherapist,2,MBBS,MD
3564,Dr. S K Agarwal,94.0,190.0,Sarita Vihar, Delhi,1500.0,43.0,Physiotherapist,2,MBBS,MD
3565,Dr. Preeti Lall,94.0,190.0,Dwarka Sector 19, Delhi,500.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3566,Dr. Atul Arora,98.0,56.0,Kalkaji, Delhi,1000.0,31.0,Physiotherapist,2,MBBS,MD
3567,Dr. D Mukherjee,94.0,190.0,Pusa Road, Delhi,1800.0,32.0,Physiotherapist,3,DM,MD
3568,Dr. Sharwari Dabhade Dua,94.0,190.0,Greater Kailash Part 2, Delhi,1500.0,11.0,Physiotherapist,3,MD,MBBS
3569,Dr. Vandana Bhasin,62.0,13.0,Janakpuri, Delhi,500.0,29.0,Physiotherapist,2,MBBS,DNB
3570,Dr. Ashok Gupta,94.0,190.0,Saket, Delhi,1000.0,32.0,Physiotherapist,2,MBBS,MS
3571,Dr. Amit Verma,94.0,190.0,Patparganj, Delhi,800.0,17.0,Physiotherapist,2,MBBS,MD
3572,Dr. S.K. Tyagi,80.0,25.0,Tilak Nagar, Delhi,1000.0,40.0,Physiotherapist,2,MBBS,MD
3573,Dr. Abha Arora,94.0,190.0,Mayur Vihar Ph-III, Delhi,1100.0,43.0,Physiotherapist,2,MBBS,MS
3574,Dr. Pankaj Kumar,96.0,231.0,Janakpuri, Delhi,650.0,16.0,Physiotherapist,3,MBBS,DNB
3575,Dr. Rakesh Gupta,93.0,68.0,Sarita Vihar, Delhi,700.0,38.0,Physiotherapist,2,MD,MBBS
3576,Dr. Anil Sharma,94.0,190.0,Safdarjung Enclave, Delhi,1200.0,47.0,Physiotherapist,2,MBBS,MD
3577,Dr. Sushil Goyal,94.0,190.0,Rohini Sector 8, Delhi,800.0,35.0,Physiotherapist,1,MBBS,No_more_degree
3578,Dr. Arun Garg,94.0,190.0,Okhla, Delhi,1500.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3579,Dr. Varun Verma,94.0,190.0,Patparganj, Delhi,1500.0,24.0,Physiotherapist,3,MBBS,MD
3580,Dr. Deepak Gargi Pande,94.0,190.0,Pusa Road, Delhi,1800.0,27.0,Physiotherapist,2,MD,MBBS
3581,Dr. Dheeraj Bhardwaj,99.0,326.0,Dwarka, Delhi,800.0,18.0,Physiotherapist,1,BVMS,No_more_degree
3582,Dr. Kamal Ahmad,94.0,190.0,Sarita Vihar, Delhi,2000.0,29.0,Physiotherapist,2,MBBS,MD
3583,Dr. Rakesh Dewan,92.0,13.0,Tri Nagar, Delhi,400.0,38.0,Physiotherapist,2,MBBS,Diploma
3584,Dr. Vipul Narain Roy,94.0,190.0,Sarita Vihar, Delhi,2000.0,42.0,Physiotherapist,2,MBBS,MD
3585,Dr. Amrita Ghosh,94.0,190.0,Nehru Place, Delhi,1200.0,15.0,Physiotherapist,1,MBBS,No_more_degree
3586,Dr. Alok Agrawal,94.0,190.0,Sarita Vihar, Delhi,2000.0,43.0,Physiotherapist,2,MBBS,MD
3587,Dr. Rahul Jain,94.0,190.0,Shalimar Bagh, Delhi,1200.0,18.0,Physiotherapist,2,MBBS,MD
3588,Dr. Sakshi Anand,94.0,190.0,Pusa Road, Delhi,999.0,6.0,Physiotherapist,1,MBBS,No_more_degree
3589,Dr. K.S. Walia,90.0,197.0,Sarita Vihar, Delhi,600.0,49.0,Physiotherapist,1,MBBS,No_more_degree
3590,Dr. Avdesh Bansal,94.0,190.0,Sarita Vihar, Delhi,2500.0,45.0,Physiotherapist,2,MBBS,MD
3591,Dr. Vivek Raj,86.0,14.0,Saket, Delhi,1500.0,29.0,Physiotherapist,1,MBBS,No_more_degree
3592,Dr. Anuj Gupta,97.0,1070.0,Munirka, Delhi,1250.0,24.0,Physiotherapist,2,MBBS,Diploma
3593,Dr. Chandrakant Lahariya,94.0,190.0,Safdarjung Enclave, Delhi,500.0,20.0,Physiotherapist,2,MBBS,MD
3594,Dr. Nitin Garg,94.0,190.0,Punjabi Bagh, Delhi,1000.0,19.0,Physiotherapist,2,MD,MBBS
3595,Dr. Praveen Tiwari,97.0,30.0,Vasundhra Enclave, Delhi,1000.0,22.0,Physiotherapist,2,MD,MBBS
3596,Dr. Ankit Nijhara,100.0,85.0,Patel Nagar East, Delhi,600.0,3.0,Physiotherapist,1,MBBS,No_more_degree
3597,Dr. Tribhuvan Gulati,94.0,190.0,Karol Bagh, Delhi,1550.0,18.0,Physiotherapist,2,MBBS,DNB
3598,Dr. Vivek Singh,100.0,76.0,Burari, Delhi,650.0,14.0,Physiotherapist,2,MBBS,DDV
3599,Dr. Mugdha Tapdiya,79.0,14.0,Vasant Kunj, Delhi,1300.0,27.0,Physiotherapist,2,MBBS,MD
3600,Dr. Ramit Singh Sambyal,98.0,49.0,Safdarjung Enclave, Delhi,1000.0,10.0,Physiotherapist,1,MBBS,No_more_degree
3601,Dr. Suresh Jain,94.0,190.0,Parel, Mumbai,1850.0,31.0,Physiotherapist,2,MBBS,MD
3602,Dr. Aarya Patil,94.0,190.0,Vileparle, Mumbai,300.0,3.0,Physiotherapist,1,MBBS,No_more_degree
3603,Dr. Aman  Syed,100.0,17.0,Andheri West, Mumbai,1500.0,19.0,Physiotherapist,2,MBBS,MD
3604,Dr. Amitkumar Shah,94.0,190.0,Andheri West, Mumbai,800.0,17.0,Physiotherapist,3,MBBS,DNB
3605,Dr. Pisal Trupti Krishna,94.0,190.0,Khar West, Mumbai,1500.0,17.0,Physiotherapist,2,MBBS,DNB
3606,Dr. Seema S. Masrani,94.0,190.0,Kandivali West, Mumbai,1000.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3607,Dr. Saidu Mukesh Kota,93.0,14.0,Dadar East, Mumbai,500.0,6.0,Physiotherapist,1,MBBS,No_more_degree
3608,Dr. Aashna Kanchwala,94.0,190.0,Chembur, Mumbai,500.0,3.0,Physiotherapist,1,MBBS,No_more_degree
3609,Dr. Anil  Bhoraskar,94.0,190.0,Mahim, Mumbai,4300.0,45.0,Physiotherapist,2,MBBS,MD
3610,Dr. Vimal J.Pahuja,92.0,13.0,Powai, Mumbai,1600.0,18.0,Physiotherapist,2,MBBS,MD
3611,Dr. Gaurav Beswal,100.0,593.0,Opera House, Mumbai,3000.0,17.0,Physiotherapist,1,MBBS,No_more_degree
3612,Dr. Nikhil Kulkarni,94.0,190.0,Mahim, Mumbai,2800.0,28.0,Physiotherapist,2,MBBS,MD
3613,Dr. S. S. Duggal,85.0,13.0,Andheri West, Mumbai,1500.0,40.0,Physiotherapist,1,MBBS,No_more_degree
3614,Dr. Manjeet Singh Arora,94.0,190.0,Mulund West, Mumbai,1500.0,40.0,Physiotherapist,1,MBBS,No_more_degree
3615,Dr. Sanjay Meriya,94.0,190.0,Jogeshwari East, Mumbai,500.0,10.0,Physiotherapist,1,MBBS,No_more_degree
3616,Dr. Hardik Shah,94.0,190.0,Kandivali, Mumbai,600.0,8.0,Physiotherapist,2,MBBS,MD
3617,Dr. Tanvi Mayur Patel,88.0,59.0,Juhu, Mumbai,2500.0,17.0,Physiotherapist,2,MBBS,DOMS
3618,Dr. Paula Goel,67.0,12.0,Prabhadevi, Mumbai,500.0,32.0,Physiotherapist,1,MBBS,No_more_degree
3619,Dr. Sangeeta Chokhani,100.0,28.0,Andheri West, Mumbai,500.0,33.0,Physiotherapist,1,MBBS,No_more_degree
3620,Dr. Rajanshu Tiwari,93.0,92.0,Chembur, Mumbai,800.0,13.0,Physiotherapist,2,MBBS,DNB
3621,Dr. Dhrumil Vinesh Panchal,96.0,56.0,Wadala, Mumbai,600.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3622,Dr. Ravindra Hodarkar,43.0,14.0,Mahim, Mumbai,2300.0,46.0,Physiotherapist,4,MBBS,MS
3623,Dr. Kiran Makwana,94.0,190.0,Borivali East, Mumbai,600.0,13.0,Physiotherapist,2,MD,DNB
3624,Dr. Harshil Shah,82.0,17.0,Kandivali West, Mumbai,1500.0,6.0,Physiotherapist,2,MBBS,MD
3625,Dr. Indumathi Kuberan,100.0,277.0,Borivali East, Mumbai,1200.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3626,Dr. Tushar Rane,80.0,20.0,Chembur, Mumbai,1200.0,16.0,Physiotherapist,2,MBBS,FCPS
3627,Dr. Ashwini Bansode,83.0,52.0,Goregaon East, Mumbai,600.0,19.0,Physiotherapist,2,MBBS,DOMS
3628,Dr. Jinendra K Jain,64.0,11.0,Mira Road, Mumbai,900.0,21.0,Physiotherapist,2,MBBS,MD
3629,Dr. Davinder Tulpule,94.0,190.0,Mumbai Central, Mumbai,1500.0,31.0,Physiotherapist,2,MBBS,MD
3630,Dr. Uday Hegdekar,94.0,190.0,Mahim, Mumbai,1800.0,37.0,Physiotherapist,2,MBBS,MD
3631,Dr. Madhulika Goyle,89.0,18.0,Andheri West, Mumbai,800.0,16.0,Physiotherapist,1,MBBS,No_more_degree
3632,Dr. R.B. Phatak,94.0,190.0,Mahim, Mumbai,2300.0,39.0,Physiotherapist,2,MBBS,MD
3633,Dr. Shubhashree Patil,99.0,339.0,Andheri East, Mumbai,1300.0,18.0,Physiotherapist,3,MBBS,DNB
3634,Dr. Hardik Shah,94.0,190.0,Mahim, Mumbai,1300.0,25.0,Physiotherapist,2,MBBS,MD
3635,Dr. Vijay Agarwal,95.0,42.0,Kandivali East, Mumbai,500.0,41.0,Physiotherapist,1,MBBS,No_more_degree
3636,Dr. Irfan Mamawala,94.0,190.0,Cuffe Parade, Mumbai,600.0,23.0,Physiotherapist,1,MBBS,No_more_degree
3637,Dr. Shradha Doshi,94.0,190.0,Mulund West, Mumbai,900.0,12.0,Physiotherapist,1,MBBS,No_more_degree
3638,Dr. Sanchaita Garg Shah,92.0,25.0,Parel, Mumbai,700.0,13.0,Physiotherapist,2,MBBS,MD
3639,Dr. Adwait Patil,94.0,190.0,Mahim, Mumbai,1300.0,37.0,Physiotherapist,2,MBBS,MD
3640,Dr. Pritish Achalia,94.0,190.0,Parel, Mumbai,500.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3641,Dr. Swaroop Y Choudhari,94.0,190.0,Andheri East, Mumbai,700.0,11.0,Physiotherapist,2,MD,MBBS
3642,Dr. Shoibalini Karmokar,95.0,21.0,Santacruz West, Mumbai,900.0,3.0,Physiotherapist,1,MBBS,No_more_degree
3643,Dr. Anita Mathew Davis,100.0,20.0,Mulund West, Mumbai,1500.0,26.0,Physiotherapist,2,MBBS,MD
3644,Dr. Avinash Deo,89.0,19.0,Mahim, Mumbai,1800.0,32.0,Physiotherapist,2,MBBS,MD
3645,Dr. Veda,94.0,190.0,Santacruz West, Mumbai,1500.0,22.0,Physiotherapist,1,MBBS,No_more_degree
3646,Dr. Ameet Thakkar,97.0,214.0,Wadala, Mumbai,700.0,34.0,Physiotherapist,1,MBBS,No_more_degree
3647,Dr. Kavita Agarwal,100.0,32.0,Kandivali East, Mumbai,500.0,41.0,Physiotherapist,1,MBBS,No_more_degree
3648,Dr. Aniket Mule,94.0,190.0,Mira Road, Mumbai,900.0,8.0,Physiotherapist,2,MD,MBBS
3649,Dr. Priyanka Navelkar,94.0,190.0,Powai, Mumbai,1000.0,12.0,Physiotherapist,2,MBBS,DNB
3650,Dr. Vasudev,87.0,156.0,Bhandup West, Mumbai,2000.0,24.0,Physiotherapist,3,MBBS,MD
3651,Dr. Anshudeep Dodake,100.0,21.0,Parel, Mumbai,500.0,12.0,Physiotherapist,2,MBBS,MD
3652,Dr. Ruchita Shinde,94.0,190.0,Khar West, Mumbai,600.0,7.0,Physiotherapist,1,MBBS,No_more_degree
3653,Dr. Bhavik Saglani,100.0,59.0,Tardeo, Mumbai,1500.0,14.0,Physiotherapist,1,MBBS,No_more_degree
3654,Dr. Sanjay Shah,87.0,15.0,Mulund West, Mumbai,1500.0,38.0,Physiotherapist,2,MBBS,MD
3655,Dr. Neeraj Kumar Tulara,94.0,267.0,Powai, Mumbai,1600.0,22.0,Physiotherapist,2,MBBS,DNB
3656,Dr. Kalpana B Tiwari,100.0,40.0,Chembur, Mumbai,600.0,12.0,Physiotherapist,2,MBBS,DNB
3657,Dr. Nilima Paranjpe,97.0,213.0,Malad West, Mumbai,650.0,28.0,Physiotherapist,2,Bachelor,M.V.Sc
3658,Dr. Pradip Padamsi Shah,69.0,13.0,Mulund West, Mumbai,1500.0,43.0,Physiotherapist,2,MBBS,MD
3659,Dr. A M Argikar,94.0,190.0,Mahim, Mumbai,2300.0,29.0,Physiotherapist,2,MBBS,MD
3660,Dr. Naresh Shetty,94.0,190.0,Mulund West, Mumbai,1500.0,35.0,Physiotherapist,2,MBBS,MD
3661,Dr. Nainesh Meswani,94.0,190.0,Kurla West, Mumbai,300.0,31.0,Physiotherapist,2,MBBS,DMRE
3662,Dr. Yatin Gadgil,100.0,55.0,Mahim, Mumbai,1300.0,25.0,Physiotherapist,2,MBBS,MD
3663,Dr. Shalini Suralkar,94.0,190.0,Powai, Mumbai,1600.0,17.0,Physiotherapist,2,MBBS,MD
3664,Dr. Ram Krishna Modi,69.0,13.0,Mulund West, Mumbai,1500.0,45.0,Physiotherapist,2,MBBS,MD
3665,Dr. Rupesh.N.Nayak,96.0,84.0,Chembur, Mumbai,800.0,16.0,Physiotherapist,2,MBBS,DNB
3666,Dr. Bharti Desai,90.0,31.0,Matunga West, Mumbai,600.0,37.0,Physiotherapist,1,MBBS,No_more_degree
3667,Dr. Binita Mehta,94.0,190.0,Lokhandwala, Mumbai,700.0,26.0,Physiotherapist,1,MBBS,No_more_degree
3668,Dr. Rekha Kadam,94.0,190.0,Kandivali West, Mumbai,500.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3669,Dr. Gail Chaudhari,96.0,46.0,Oshiwara, Mumbai,600.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3670,Dr. Mayur Shrirang ghadage,91.0,11.0,Lower Parel, Mumbai,800.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3671,Dr. Pankaj Mistry,98.0,177.0,Vileparle East, Mumbai,2000.0,41.0,Physiotherapist,2,MBBS,MD
3672,Dr. Kshitija Arjun Khillare,94.0,190.0,Powai, Mumbai,600.0,3.0,Physiotherapist,1,MD,No_more_degree
3673,Dr. Prashant Kini,98.0,44.0,Mulund West, Mumbai,1000.0,13.0,Physiotherapist,2,MBBS,MD
3674,Dr. Amey Jadhav,100.0,20.0,Parel, Mumbai,600.0,11.0,Physiotherapist,1,MBBS,No_more_degree
3675,Dr. Saicharan Prabhakar Kamtalwar,88.0,16.0,Andheri West, Mumbai,1600.0,13.0,Physiotherapist,2,MBBS,MD
3676,Dr. Alka Dilip Bhedi,94.0,190.0,Mulund West, Mumbai,1500.0,45.0,Physiotherapist,2,MBBS,MD
3677,Dr. Harish V. Dhuri,78.0,23.0,Goregaon West, Mumbai,700.0,27.0,Physiotherapist,1,MBBS,No_more_degree
3678,Dr. Pradeep Talwalkar,96.0,24.0,Mahim, Mumbai,2300.0,46.0,Physiotherapist,2,MBBS,MD
3679,Dr. Santosh Jagtap,92.0,13.0,Chembur East, Mumbai,1000.0,28.0,Physiotherapist,2,MBBS,MD
3680,Dr. Nirav Navin Tanna,94.0,190.0,Kalbadevi, Mumbai,1000.0,17.0,Physiotherapist,1,MD,No_more_degree
3681,Dr. Virag Gokhale,94.0,190.0,Mulund West, Mumbai,1500.0,46.0,Physiotherapist,2,MBBS,DNB
3682,Dr. Raman Shenoy,94.0,190.0,Mulund West, Mumbai,1500.0,24.0,Physiotherapist,2,MBBS,MD
3683,Dr. Amish Mhatre,94.0,190.0,Mulund West, Mumbai,2000.0,25.0,Physiotherapist,2,MBBS,DNB
3684,Dr. Kiran C Mhatre,86.0,29.0,Chembur East, Mumbai,1000.0,25.0,Physiotherapist,2,MBBS,MD
3685,Dr. Shobha Subramanian Itolikar,94.0,190.0,Mulund West, Mumbai,1500.0,17.0,Physiotherapist,3,MBBS,MD
3686,Dr. Deepak R Shejol,94.0,190.0,Kurla West, Mumbai,1500.0,11.0,Physiotherapist,4,MBBS,MD
3687,Dr. Anju Meswani,94.0,190.0,Kurla West, Mumbai,650.0,23.0,Physiotherapist,1,MBBS,No_more_degree
3688,Dr. Alpana Sowani,94.0,190.0,Mahim, Mumbai,1300.0,22.0,Physiotherapist,2,MBBS,Diploma
3689,Dr. Akshay Kumar,94.0,190.0,Vikhroli East, Mumbai,299.0,2.0,Physiotherapist,1,MBBS,No_more_degree
3690,Dr. Akshaya Shetty,100.0,68.0,Andheri East, Mumbai,600.0,11.0,Physiotherapist,2,MD,MBBS
3691,Dr. Ujjyani Sengupta Pawar,100.0,59.0,Vileparle West, Mumbai,950.0,3.0,Physiotherapist,1,MD,No_more_degree
3692,Dr. Vijay Kulkarni,94.0,190.0,Mahim, Mumbai,2300.0,19.0,Physiotherapist,1,MBBS,No_more_degree
3693,Dr. Rituparna Roy,98.0,48.0,Andheri West, Mumbai,800.0,17.0,Physiotherapist,2,MBBS,DNB
3694,Dr. Rohit Munot,94.0,190.0,Andheri West, Mumbai,500.0,18.0,Physiotherapist,2,MBBS,MCh
3695,Dr. Sahil Nasir Fulara,100.0,163.0,Peddar Road, Mumbai,2500.0,12.0,Physiotherapist,2,MD,MBBS
3696,Dr. Umesh Shantilal Wadile,94.0,190.0,Malad West, Mumbai,1000.0,14.0,Physiotherapist,2,MBBS,DNB
3697,Dr. Pratibha Shukla,100.0,11.0,Mulund West, Mumbai,400.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3698,Dr. Dias Jewel Josephine James,94.0,190.0,Borivali West, Mumbai,600.0,8.0,Physiotherapist,1,MBBS,No_more_degree
3699,Dr. Umakant V. Ragte,94.0,190.0,Mumbai Central, Mumbai,550.0,47.0,Physiotherapist,1,MBBS,No_more_degree
3700,Dr. Siddharth Vinod Lakhani,100.0,23.0,Mahim, Mumbai,1800.0,14.0,Physiotherapist,4,MBBS,MD
3701,Dr. Ankur Jain,94.0,190.0,Borivali West, Mumbai,1000.0,11.0,Physiotherapist,2,MBBS,DNB
3702,Dr. Vaijayanti Mahajan,96.0,50.0,Bandra East, Mumbai,1000.0,24.0,Physiotherapist,1,MBBS,No_more_degree
3703,Dr. Amita Mody,94.0,35.0,Bhandup East, Mumbai,500.0,38.0,Physiotherapist,1,MBBS,No_more_degree
3704,Dr. D K Baheti,94.0,190.0,Mahim, Mumbai,1300.0,47.0,Physiotherapist,2,MBBS,MD
3705,Dr. Rupal V Rana,97.0,34.0,Borivali West, Mumbai,3300.0,22.0,Physiotherapist,1,MBBS,No_more_degree
3706,Dr. Trupti Gilada,94.0,190.0,Lamington Road, Mumbai,2500.0,16.0,Physiotherapist,2,MBBS,MD
