Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Namrita Sheregar,"MBBS, DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology",99% ,(153 votes),Andheri West, Mumbai,₹1000,17,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician"
Dr. Vaijayanti Mahajan,MBBS,96% ,(50 votes),Bandra East, Mumbai,₹1000,24,General Physician
Dr. Sahil Singh,MDS - Prosthodontist And Crown Bridge,,,Chembur East, Mumbai,₹500,t5,"Dentist, Prosthodontist"
Dr. Darshan Hiralal Vora,"BDS, PGDE (Cosmetic & Esthetic Dentist)",99% ,(913 votes),Mulund West, Mumbai,₹500,25,"Dentist, Implantologist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Ashank Bansal,"MBBS, MD - Radio Diagnosis/Radiology, DNB - Radio Diagnosis",,,Chembur, Mumbai,₹1500,15,"Radiologist, Interventional Radiologist"
Dr. Seema Maurya,BDS,,,Khetwadi, Mumbai,₹300,13,"Dentist, Dental Surgeon"
Dr. Ami Sukhija,BDS,99% ,(177 votes),Andheri West, Mumbai,₹500,14,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Disha Sanghvi,BDS,100% ,(249 votes),Versova, Mumbai,₹500,15,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist"
Ms. Ankita Shah,Post Graduate Diploma in Applied Nutrition and Dietetics,100% ,(17 votes),Lower Parel, Mumbai,₹1500,18,TherapistDietitian/Nutritionist
Dr. Sushma Chavan,BDS,98% ,(111 votes),Bhandup West, Mumbai,₹500,15,"Dentist, Dental Surgeon"
Dr. Amita Mody,MBBS,94% ,(35 votes),Bhandup East, Mumbai,₹500,38,General Physician
Dr. Mukul Kaushik,"MBBS, DNB - General Medicine, DNB - Cardiology",,,Powai, Mumbai,₹2600,26,Cardiologist
Dr. Mary Grace Dakey,BDS,99% ,(151 votes),Andheri East, Mumbai,₹500,15,Dental Surgeon
Dr. Geeta Malkan Billa,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",92% ,(39 votes),Powai, Mumbai,₹1600,32,Gastroenterologist
Dr. Samarjit S. Bansal,"MBBS, MS - Orthopaedics",99% ,(252 votes),Borivali, Mumbai,₹600,17,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Arpan Dhoka,"MBBS, MD - Pulmonary Medicine",100% ,(12 votes),Chembur, Mumbai,₹1200,11,Pulmonologist
Dr. Nitesh Motwani,"BDS, MDS - Oral & Maxillofacial Surgery",98% ,(287 votes),Andheri West, Mumbai,₹300,15,"Implantologist, Oral And MaxilloFacial Surgeon, Dentist, Dental Surgeon"
Dr. Saloni Vora,"MBBS, DVD",93% ,(83 votes),Marine Lines, Mumbai,₹1250,t9,"Dermatologist, Venereologist, Cosmetologist"
Dr. Varun Parikh,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",99% ,(111 votes),Ghatkopar East, Mumbai,₹500,15,"Orthodontist, Dentofacial Orthopedist, Implantologist, Dental Surgeon, Dentist"
Dr. Yatin Thakorlal Shah,DGO,,,Malad West, Mumbai,₹1000,13,"Obstetrician, Gynecologist"
Dr. Shalomith Uppapalli,"DNB - Ophthalmology, MBBS",100% ,(168 votes),Andheri West, Mumbai,₹1000,15,Ophthalmologist/ Eye Surgeon
Dr. Swati Maurya,BDS,96% ,(24 votes),Chandivali, Mumbai,₹300,13,Dentist
Dr. Radhika Sheth,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FCPS - Mid. & Gynae, DGO, DNB - Family Medicine",100% ,(291 votes),Malad West, Mumbai,₹1100,15,"Reproductive Endocrinologist (Infertility), Gynecologist, Infertility Specialist"
Dr. Mahesh .M. Lalwani,"BDS, MDS - Oral Pathology and Oral Microbiology",99% ,(818 votes),Malabar Hill, Mumbai,₹1000,44,"Dentist, Dental Surgeon"
Dr. Zahra Hussain   (Physiotherapist),BPTh/BPT,98% ,(100 votes),Colaba, Mumbai,₹350,11,TherapistPhysiotherapist
Dr. Amrut Bambawale,"MDS - Conservative Dentistry & Endodontics, BDS",,,Andheri West, Mumbai,₹500,n7,"Endodontist, Dentist, Dental Surgeon"
Dr. Tejal Poddar,"MS - Obstetrics & Gynaecology, MBBS",98% ,(121 votes),Opera House, Mumbai,₹1000,12,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Swati Gaba,"BDS, MDS - Prosthodontics",,,Kurla West, Mumbai,₹500,t9,"Dentist, Prosthodontist, Implantologist"
Dr. Shraddha Khedkar Nate,BDS,97% ,(66 votes),Bhandup West, Mumbai,₹300,19,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Implantologist"
Dr. Harsh Haren Shah,"BDS, MDS - Conservative Dentistry & Endodontics",99% ,(564 votes),Mira Road, Mumbai,₹200,13,"Dentist, Endodontist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Ajay Nimbalkar,"MD - Dermatology , Venereology & Leprosy, MBBS",96% ,(99 votes),Khar West, Mumbai,₹1200,12,"Dermatologist, Hair Transplant Surgeon, Trichologist, Cosmetologist, Aesthetic Dermatologist, Pediatric Dermatologist, Dermatosurgeon, Venereologist, General Practitioner"
Dr. Palak Shah,"BHMS, M.D. Hom. (Paeditrics)",,,Kandivali West, Mumbai,₹1500,13,AYUSHHomoeopath
Dr. Pradnya Manwatkar,"MBBS, DDVL",98% ,(584 votes),Mahim, Mumbai,₹1500,18,"Dermatologist, Cosmetologist, Trichologist"
Dr. Sonali Khaire,BHMS,,,Andheri West, Mumbai,,18,AYUSHHomoeopath
Dr. Rashmi Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",98% ,(384 votes),Andheri West, Mumbai,₹800,29,"Dermatologist, Dermatosurgeon, Hair Transplant Surgeon"
Dr. Onkar Sawant,BDS,,,Bandra West, Mumbai,₹200,t3,Dentist
Dr. Girish Sabnis,"MBBS, MD - Obstetrics & Gynaecology",,,Mulund West, Mumbai,₹1300,44,"Obstetrician, Gynecologist"
Dr. Ankesh Jain,"BDS, MDS - Oral & Maxillofacial Surgery",100% ,(51 votes),Mazgaon, Mumbai,₹200,13,"Oral And MaxilloFacial Surgeon, Dental Surgeon"
Dr. Sneh Mehta,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",100% ,(38 votes),Ghatkopar East, Mumbai,₹500,12,"Dentist, Orthodontist, Dentofacial Orthopedist"
Dr. D K Baheti,"MBBS, MD - Anaesthesiology",,,Mahim, Mumbai,₹1300,47,"General Physician, Pain Management Specialist"
Dr. Swapnil Tople,"DNB - Urology/Genito - Urinary Surgery, MBBS",94% ,(17 votes),Wadala, Mumbai,₹1500,15,"Urologist, Andrologist"
Dr. Raghunandan Torsekar,"MBBS, MD - Dermatology",,,Mulund West, Mumbai,₹1300,24,Dermatologist
Dr. Perola Menon,BDS,100% ,(436 votes),Churchgate, Mumbai,₹1500,35,Dentist
Dr. Rajesh Gupta,BDS,,,Mira Bhayandar, Mumbai,₹200,23,"Dentist, Implantologist"
Dr. Anand Shetye,"BDS, MDS - Prosthodontist And Crown Bridge",,,Bandra West, Mumbai,₹1500,22,"Prosthodontist, Cosmetic/Aesthetic Dentist, Dentist"
Ms. Gurpreet Kaur Chhabra,"PG Diploma in Dietitics and Hospital Food Service, BSc. - Home Science",100% ,(23 votes),Kandivali East, Mumbai,₹1000,22,TherapistDietitian/Nutritionist
Dr. Kinnari,BDS,,,Borivali West, Mumbai,₹200,11,Dental Surgeon
Dr. Neha Agarwal,"MBBS, DNB - Paediatrics",100% ,(15 votes),Kandivali East, Mumbai,₹600,15,Pediatrician
Dr. Maithili Kamat,"MBBS, MD - Skin Diseases",96% ,(23 votes),Mahim, Mumbai,₹1800,26,Dermatologist
Dr. Anju Bijoy Methil,"MBBS, DVD, MD - Dermatology",96% ,(660 votes),Andheri West, Mumbai,₹1000,29,"Dermatologist, Cosmetologist"
Ms. Mansi Padechia,Post Graduate In Food Science And Nutrition,100% ,(230 votes),Tardeo, Mumbai,₹2000,13,TherapistDietitian/Nutritionist
Dr. Rahul Rane,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",95% ,(125 votes),Powai, Mumbai,₹1400,18,Joint Replacement Surgeon
Dr. Rupal V Rana,MBBS,97% ,(34 votes),Borivali West, Mumbai,₹3300,22,"General Physician, General Practitioner"
Dr. Mayuri Mane,BAMS,,,Borivali West, Mumbai,₹250,a8,AYUSHAyurveda
Dr. Shailesh Pandey,"MBBS, Diploma in Otorhinolaryngology (DLO)",98% ,(1538 votes),Andheri West, Mumbai,₹1000,25,"ENT/ Otorhinolaryngologist, Pediatric Otorhinolaryngologist"
Dr. Avi Sanghavi,"MBBS, MD - Pediatrics, Fellowship in Neonatology",,,Ghatkopar West, Mumbai,₹800,10,"Pediatrician, Neonatologist"
Dr. Trupti Gilada,"MBBS, MD - General Medicine",,,Lamington Road, Mumbai,₹2500,16,"General Physician, Special Interest in Infectious Diseases"
Dr. Amit Prabhakar Maydeo,"MBBS, MS - General Surgery",73% ,(37 votes),Parel, Mumbai,₹3600,43,General Surgeon
Dr. Smita Pawar,"MBBS, DNB - Obstetrics & Gynecology",98% ,(59 votes),Malad West, Mumbai,₹500,12,Gynecologist
Dr. Rajan N. Modi,"MBBS, MS - General Surgery",,,Goregaon, Mumbai,₹1500,38,"Laparoscopic Surgeon, General Surgeon"
Dr. Shonir Pai,MS - Obstetrics & Gynaecology,94% ,(33 votes),Mahim, Mumbai,₹1300,t9,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist"
Ms. Khusboo Maheshwari,MSc - Clinical Nutrition and Dietetics,99% ,(102 votes),Mira Bhayandar, Mumbai,₹1000,t9,"TherapistDietitian/Nutritionist, Clinical Nutritionist, Sports Nutritionist"
Dr. N.K Doctor,BDS,,,Colaba, Mumbai,₹1000,51,"Dentist, Implantologist"
Dr. Priyanka S Jain,"MBBS, DDVL, DNB - Dermatology & Venereology",98% ,(111 votes),Sion, Mumbai,₹1100,12,"Trichologist, Dermatologist, Cosmetologist, Pediatric Dermatologist"
Dr. Samir Rajadhyaksha,"MBBS, MD - General Medicine, CCT - Rheumatology",,,Parel, Mumbai,₹2100,30,Rheumatologist
Dr. Rahul Oza,BDS,100% ,(38 votes),Juhu, Mumbai,₹500,13,"Dentist, Implantologist, Dental Surgeon"
Dr. Pavitra Shanbhag Bhat,"FCPS- Ophthalmology, FRCS - General Surgery, DNB - Ophthalmology, FICOI, DOMS, MBBS",100% ,(54 votes),Powai, Mumbai,₹1100,21,Ophthalmologist/ Eye Surgeon
Dr. Gouri Gore,"MBBS, MS - Obstetrics & Gynaecology",91% ,(180 votes),Chembur East, Mumbai,₹800,18,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist"
Dr. Amar Ravjiani,"BDS, MDS - Orthodontics",98% ,(447 votes),Ghatkopar East, Mumbai,₹750,31,"Dentist, Orthodontist"
Dr. Jui Mandke,"MBBS, DNB - Pediatric Surgery",,,Santacruz West, Mumbai,₹1500,21,Pediatric Surgeon
Dr. Vaibhav R. Kubal,"MBBS, DNB - Respiratory Diseases",,,Mahim, Mumbai,₹1300,14,Pulmonologist
Dr. Sayyad Ajara,"MBBS, DDVL",,,Chembur, Mumbai,₹800,t6,"Dermatologist, Cosmetologist, Trichologist"
Dr. Nikhil Shetty,"MBBS, MS - Orthopaedics",95% ,(21 votes),Powai, Mumbai,₹1100,14,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Hardik Shah,"MBBS, DNB - General Medicine, DNB - Gastroenterology",98% ,(1124 votes),Gamdevi, Mumbai,₹2000,14,Gastroenterologist
Dr. Sanjeed C Pujary,"MBBS, MS - Orthopaedics",,,Andheri West, Mumbai,₹1500,16,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Dipti Patel,"MBBS, CCT - Rheumatology",100% ,(15 votes),Mumbai Central, Mumbai,₹1250,20,Rheumatologist
Dr. Samvaad Shetty,MBBS,100% ,(52 votes),Andheri East, Mumbai,₹1000,11,General Physician
Dr. Jyotsna Patel,"MD - Obstetrics & Gynaecology, DGO, MBBS",89% ,(149 votes),Andheri East, Mumbai,₹1000,29,"Gynecologist, Obstetrician, Infertility Specialist, Reproductive Endocrinologist (Infertility)"
Dr. Sumeeta Padgaonkar,MBBS,100% ,(11 votes),Kemps Corner, Mumbai,₹600,25,General Physician
Dr. Parvati Banu,"MBBS, MS - ENT",88% ,(16 votes),Chembur East, Mumbai,₹1000,26,ENT/ Otorhinolaryngologist
Dr. Mihir Parekh,BDS,97% ,(149 votes),Charni Road, Mumbai,₹300,14,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Prashant Rajput,"MBBS, DNB - General Medicine, DNB - Nephrology",,,Parel, Mumbai,₹2850,21,Nephrologist/Renal Specialist
Dr. Rohan Sawant   (Physiotherapist),BPTh/BPT,100% ,(58 votes),Kandivali West, Mumbai,₹400,10,TherapistPhysiotherapist
Dr. Samiksha Acharya,"BDS, MDS - Oral Medicine and Radiology",100% ,(74 votes),Goregaon West, Mumbai,₹300,y7,Oral Medicine and Radiology
Dr. Sunny Agarwal,"MBBS, MS - General Surgery",,,Chembur East, Mumbai,₹800,14,"General Surgeon, Laparoscopic Surgeon"
Dr. Prakash Chandra Shetty,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",77% ,(22 votes),Powai, Mumbai,₹1700,29,Urologist
Dr. Niddhi Sanghvi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",,,Churchgate, Mumbai,,15,TherapistPhysiotherapist
Dr. Rhea Abraham,BDS,100% ,(200 votes),Andheri East, Mumbai,₹500,17,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Pramod M N,"MBBS, DM - Neurology",99% ,(93 votes),Seshadripuram, Bangalore,₹740,21,Neurologist
Dr. Arun M,BDS,,,Sarjapur Road, Bangalore,₹700,t8,Dentist
Dr. Mandvi,MD - Physician,,,Mahadevapura, Bangalore,₹700,16,General Physician
Dr. Mahantesh,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",99% ,(1359 votes),Sarjapur Road, Bangalore,₹550,15,"Cosmetic/Aesthetic Dentist, Dental Surgeon, Orthodontist, Implantologist"
Dr. Kousar,BDS,,,JP Nagar 6 Phase, Bangalore,₹200,25,Dentist
Dr. Preeti Prabhakar Shetty,"MBBS, MD - Obstetrics & Gynaecology",27% ,(15 votes),Bannerghatta Road, Bangalore,₹850,19,"Obstetrician, Gynecologist"
Dr. Sandhya Rani S,BDS,95% ,(176 votes),Yelahanka, Bangalore,₹200,17,Dentist
Dr. Sebin Koyan,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",97% ,(32 votes),Kundalahalli, Bangalore,₹200,11,"Dental Surgeon, Dentist, Orthodontist"
Dr. Pranav P.P,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",,,Indiranagar, Bangalore,₹500,t6,"Orthodontist, Dentofacial Orthopedist, Dentist"
Dr. Annapoorna.P.M,BDS,,,Marathahalli, Bangalore,₹200,20,"Dentist, Dental Surgeon"
Dr. Vandana Ramanathan,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",,,Marathahalli, Bangalore,₹550,11,"Infertility Specialist, Gynecologist"
Dr. P. Padmakumar,"MBBS, MD - General Medicine, DM - Cardiology",80% ,(25 votes),Old Airport Road, Bangalore,₹900,46,Cardiologist
Dr. Harish Puranik,"MBBS, MS - Orthopaedics",100% ,(44 votes),Richmond Town, Bangalore,₹800,16,Orthopedic surgeon
Dr. Muneeb Ahmed Yasir,"MBBS, MRCP (UK)",98% ,(83 votes),Richmond Town, Bangalore,₹650,23,"Endocrinologist, General Physician, Internal Medicine"
Dr. Anjali Sen Asthana,BAMS,100% ,(34 votes),HSR Layout, Bangalore,₹399,16,AYUSHAyurveda
Dr. Qaisar Anwar,"MBBS, MD - General Medicine",,,Ashoknagar, Bangalore,₹800,43,General Physician
Dr. Darshit Patel,"MDS - Conservative Dentistry & Endodontics, BDS",100% ,(24 votes),Seegehalli, Bangalore,₹500,12,Endodontist
Dr. Naveen Kumar R A,"MBBS, MD - General Medicine",,,JP Nagar 7 Phase, Bangalore,₹250,n8,"Consultant Physician, Internal Medicine, General Physician"
Dr. Naveed,MBBS,,,Banaswadi, Bangalore,₹700,29,General Physician
Dr. Anand K,"MBBS, MS - General Surgery, DNB - General Surgery, FRCS (Edinburgh), DNB - Plastic Surgery",,,Vasanthnagar, Bangalore,₹1000,35,Plastic Surgeon
Dr. Akash H.S,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",,,Bellandur, Bangalore,₹650,10,Orthopedic surgeon
Dr. Raghu T Narayan,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI",94% ,(196 votes),HAL 2nd Stage, Bangalore,₹500,24,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Nakul H Shivaramaiah,"MBBS, MS - Orthopaedics",100% ,(34 votes),Indiranagar, Bangalore,₹800,13,Orthopedic surgeon
Dr. Megha M S,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Mahalakshmi Layout, Bangalore,₹600,t4,Dermatologist
Dr. Ashwini N G,"MBBS, MD - General Medicine",,,HSR Layout, Bangalore,₹500,n7,"Internal Medicine, General Physician"
Dr. Vishwanath V Bellad,"MBBS, DNB - Respiratory Diseases",96% ,(79 votes),Kengeri, Bangalore,₹700,29,Pulmonologist
Dr. Vishwaraj N,BHMS,97% ,(39 votes),Seshadripuram, Bangalore,₹500,23,AYUSHHomoeopath
Dr. Sulaxana Birkodi,"BDS, P.G. Diploma in Conservative Dentistry",100% ,(102 votes),New Thippasandra, Bangalore,₹500,14,"Endodontist, Cosmetic/Aesthetic Dentist"
Dr. Sophia,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology",94% ,(64 votes),Electronics City, Bangalore,₹850,14,Infertility Specialist
Dr. BM Mamatha,"MBBS, MD - Obstetrics & Gynaecology",,,Koramangala 6 Block, Bangalore,₹600,34,"Gynecologist, Obstetrician"
Dr. Shweta Jha   (PhD),"M.Phil - Clinical Psychology, PhD - Psychology",,,Indiranagar, Bangalore,₹2400,10,TherapistClinical Psychologist
Dr. NITIN  S SHETTY,"MBBS, MS - Ophthalmology",97% ,(71 votes),Old Airport Road, Bangalore,₹750,23,Ophthalmologist/ Eye Surgeon
Dr. Sindhuri,"MDS - Conservative Dentistry & Endodontics, BDS",100% ,(88 votes),Arekere, Bangalore,₹500,11,"Dentist, Endodontist"
Dr. Shivani Venkatesh,"MDS - Conservative Dentistry & Endodontics, BDS",100% ,(35 votes),Sadashivanagar, Bangalore,₹500,12,"Dentist, Endodontist, Restorative Dentist"
Dr. Nagaveni.R,"MBBS, DGO, DNB - Obstetrics & Gynecology",100% ,(805 votes),HRBR Layout, Bangalore,₹700,16,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist, Obstetrician"
Dr. Sathish   (Physiotherapist),MPTh/MPT - Neurological Physiotherapy,,,Nagawara, Bangalore,₹700,t6,TherapistNeuro Physiotherapist
Dr. Payal Mahapatra,"MBBS, DGO",90% ,(150 votes),Marathahalli, Bangalore,₹700,17,"Obstetrician, Gynecologist, Infertility Specialist"
Dr. Suman Israni   (Physiotherapist),BPTh/BPT,,,JP Nagar 7 Phase, Bangalore,₹600,t5,TherapistPhysiotherapist
Dr. Divyashree Rajendra,"MDS - Orthodontics, BDS",98% ,(2153 votes),HSR Layout, Bangalore,₹700,20,"Orthodontist, Cosmetic/Aesthetic Dentist, Dentist, Dental Surgeon, Dentofacial Orthopedist"
Dr. Morzia Khatoon   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",100% ,(11 votes),Koramangala 5 Block, Bangalore,₹500,t8,TherapistPhysiotherapist
Dr. Mala Sibal,"MBBS, DGO, DNB - Obstetrics & Gynecology",91% ,(22 votes),Old Airport Road, Bangalore,₹750,35,"Infertility Specialist, Obstetrician, Gynecologist"
Dr. Vivek Kumar N Savsani,"MBBS, MS - Orthopaedics",,,Indiranagar, Bangalore,₹650,13,Orthopedic surgeon
Dr. Surbhi Chaturvedi,"DM - Neurology, MD - General Medicine, MBBS",,,Ashoknagar, Bangalore,₹800,12,Neurologist
Dr. Smitha C Saldanha,"MBBS, MD - General Medicine, DM - Oncology",87% ,(15 votes),JP Nagar, Bangalore,₹750,12,"Medical Oncologist, Hematologic Oncologist"
Dr. Naveen Jayaram,"MBBS, M.D. (Psychiatry)",97% ,(872 votes),Whitefield, Bangalore,₹1500,15,"Psychiatrist, Addiction Psychiatrist"
Dr. Mohd Shahbaaz,"MBBS, MS - Ophthalmology",90% ,(20 votes),Bellandur, Bangalore,₹500,24,Ophthalmologist/ Eye Surgeon
Dr. Joshy E V,"MBBS, MD - General Medicine, DM - Neurology",97% ,(106 votes),RT Nagar, Bangalore,₹1500,44,Neurologist
Dr. Sharad Kulkarni,"BAMS, MS - Ayurveda",99% ,(799 votes),BTM Layout, Bangalore,₹500,)9,"AYUSHAyurveda, Sexologist (Ayurveda)"
Dr. Padmashree M,BHMS,,,Nandini Layout, Bangalore,₹300,h4,AYUSHHomoeopath
Dr. Praveen Kumar C G   (PhD),BSc - Speech & Hearing,,,Banashankari 2nd Stage, Bangalore,₹600,18,"TherapistSpeech Therapist, Audiologist"
Dr. Harini P Shetty,"MBBS, DGO",97% ,(978 votes),Kalyan Nagar, Bangalore,₹600,33,"Infertility Specialist, Reproductive Endocrinologist (Infertility)"
Dr. Sujay Gopal,"BDS, Fellowship in Oral implantlogy",97% ,(740 votes),Banashankari 3rd Stage, Bangalore,₹200,16,"Implantologist, Dentist"
Dr. Manish Samson,"MBBS, MS - Orthopaedics",97% ,(34 votes),Jayanagar, Bangalore,₹750,31,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Sohandas Shetty B,"MBBS, DDVL",96% ,(676 votes),Bannerghatta Road, Bangalore,₹450,26,"Dermatologist, Cosmetologist"
Dr. Rachana M S,"BAMS, MD - Ayurveda Medicine",,,Yeshwanthpur, Bangalore,₹300,e6,"AYUSHAyurveda, Ayurvedic General Medicine"
Dr. Vedarth Dash,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",,,Sarjapur Road, Bangalore,₹800,10,"Pediatric Surgeon, Laparoscopic Surgeon"
Dr. Karthikeyan   (Physiotherapist),BPTh/BPT,99% ,(78 votes),Electronics City, Bangalore,₹500,16,TherapistPhysiotherapist
Dr. Lakshmi C Nair,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",,,Belathur, Bangalore,₹500,24,Orthodontist
Dr. H B Chandrashekar,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",94% ,(280 votes),Malleswaram, Bangalore,₹750,40,Pulmonologist
Dr. Vijaya Sarathi H A,"MBBS, MD - Pediatrics, DM - Endocrinology",86% ,(58 votes),Banaswadi, Bangalore,₹600,15,"Endocrinologist, Diabetologist"
Dr. Sowmya,"BDS, MDS - Conservative Dentistry & Endodontics",97% ,(31 votes),Gubbalala, Bangalore,₹200,13,"Endodontist, Restorative Dentist"
Dr. Siddaraju ML,"MBBS, MD - Pediatrics",,,Jayanagar, Bangalore,₹550,44,Pediatrician
Dr. U Himanish,MD - Physician,100% ,(22 votes),Doddabommasandra, Bangalore,₹450,22,General Physician
Dr. Mahesh T N,"BAMS, MD - Ayurveda Medicine",97% ,(240 votes),Rajajinagar, Bangalore,₹500,23,"AYUSHAyurveda, Sexologist (Ayurveda), Ayurvedic General Medicine"
Dr. Sanjiv C C,"MBBS, DM - Neurology",77% ,(165 votes),Basavanagudi, Bangalore,₹670,33,Neurologist
Dr. Aniruddh T Jagannath,"MCh - Neuro Surgery, MBBS",100% ,(90 votes),JP Nagar, Bangalore,₹800,20,"Neurologist, Neurosurgeon"
Dr. Tallam Kartik Shrinivas,"MBBS, DNB - General Surgery, MCh - Plastic & Reconstructive Surgery",,,Whitefield, Bangalore,₹850,20,Plastic Reconstruction Surgeon
Dr. Bhavana N Ashar,"MBBS, DGO",100% ,(69 votes),HRBR Layout, Bangalore,₹850,23,"Gynecologist, Obstetrician"
Dr. Sankeerth Vijayakumar,"MBBS, MD - Dermatology , Venereology & Leprosy",97% ,(444 votes),HSR Layout, Bangalore,₹600,13,"Dermatologist, Aesthetic Dermatologist, Cosmetologist"
Dr. Sowmya,BDS,98% ,(245 votes),New BEL Road, Bangalore,₹300,19,"Dentist, Dental Surgeon"
Dr. Vinay,BAMS,99% ,(160 votes),Basavanagudi, Bangalore,₹300,14,AYUSHAyurveda
Dr. Suresh. K. G,"MBBS, MD - General Medicine",76% ,(17 votes),Old Airport Road, Bangalore,₹750,25,"Internal Medicine, General Physician"
Dr. Bhargavi Pawar,"MBBS, MS - Ophthalmology",100% ,(12 votes),Kundalahalli, Bangalore,₹600,15,Ophthalmologist/ Eye Surgeon
Dr. Pratik Desai   (Physiotherapist),"Masters of Physiotheraphy, BPTh/BPT",99% ,(516 votes),HSR Layout, Bangalore,₹600,13,TherapistPhysiotherapist
Dr. Vaishnavi S,"MBBS, MD - General Medicine, DNB  - Medical Oncology",,,Seshadripuram, Bangalore,₹740,17,Medical Oncologist
Dr. Sunil Sudarshan H,"MBBS, MS - General Surgery",,,Hebbal, Bangalore,₹800,17,General Surgeon
Dr. David Arun Kumar J   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",,,Kumaraswamy Layout, Bangalore,₹550,15,"TherapistPhysiotherapist, Orthopedic Physiotherapist"
Dr. Janaki Narayanan,"MBBS, DNB - Paediatrics",100% ,(20 votes),Bannerghatta Road, Bangalore,₹800,26,Pediatrician
Dr. Nupur Sood,"MBBS, DNB - Obstetrics & Gynecology",92% ,(25 votes),Koramangala 6 Block, Bangalore,₹650,16,"Obstetrician, Gynecologist"
